field_count,name,habitat,mon,year,sex,age,soil,slope,aspect,origarea,agescale,slopescale,aspectscale,origareascale
0,Bruiser,Uncultivated,Apr,2010,male,5,AminDW,7.12,123.71,0.5637,0.444379672,0.187799931,-44.21379175,-2.890582628
1,Carla,Pasture,Apr,2010,female,4,AminDP,6.79,115.25,1.3638,-0.555620328,-0.142200069,-52.67379175,-2.090482628
7,Carla,Pasture,Apr,2010,female,4,AminDP,6.09,167.64,4.4694,-0.555620328,-0.842200069,-0.283791747,1.015117372
0,Carla,Pasture,Apr,2010,female,5,AminDP,5.72,161.13,3.0953,0.444379672,-1.212200069,-6.793791747,-0.358982628
1,Carla,Human,Apr,2010,female,4,AminDP,6.19,144.21,1.1258,-0.555620328,-0.742200069,-23.71379175,-2.328482628
2,Carla,Pasture,Apr,2010,female,4,AminSP,5.12,137.5,4.1818,-0.555620328,-1.812200069,-30.42379175,0.727517372
0,Carla,Pasture,Apr,2010,female,5,AminDP,0,0,1.8653,0.444379672,-6.932200069,-167.9237917,-1.588982628
0,Carla,Pasture,Apr,2010,female,5,AminDP,1.35,329.04,0.1066,0.444379672,-5.582200069,161.1162083,-3.347682628
0,Carla,Arable,Apr,2010,female,5,AlluvMIN,4.56,178.09,1.4324,0.444379672,-2.372200069,10.16620825,-2.021882628
0,Dolly,Arable,Apr,2010,female,5,AminDP,6.16,180.06,6.2074,0.444379672,-0.772200069,12.13620825,2.753117372
1,Dolly,Pasture,Apr,2010,female,4,AminDP,7.06,160.09,3.4086,-0.555620328,0.127799931,-7.833791747,-0.045682628
0,Dolly,Pasture,Apr,2010,female,5,AminDP,5.56,196.6,3.2121,0.444379672,-1.372200069,28.67620825,-0.242182628
5,Dolly,Pasture,Apr,2010,female,4,AminDP,6.97,143.61,2.2811,-0.555620328,0.037799931,-24.31379175,-1.173182628
0,Dolly,Pasture,Apr,2010,female,5,AminDP,4.29,131.23,4.4519,0.444379672,-2.642200069,-36.69379175,0.997617372
0,Dolly,Pasture,Apr,2010,female,5,AminDP,2.84,195.05,1.883,0.444379672,-4.092200069,27.12620825,-1.571282628
0,Dolly,Unknown,Apr,2010,female,5,AminSP,6.34,107.55,4.1745,0.444379672,-0.592200069,-60.37379175,0.720217372
0,Dolly,Pasture,Apr,2010,female,5,AminDP,5,138.64,8.1191,0.444379672,-1.932200069,-29.28379175,4.664817372
0,Dolly,Arable,Apr,2010,female,5,AminDP,5.98,154.53,4.829,0.444379672,-0.952200069,-13.39379175,1.374717372
0,Dolly,Pasture,Apr,2010,female,5,AminDP,6.63,210.19,4.2686,0.444379672,-0.302200069,42.26620825,0.814317372
1,Dolly,Pasture,Apr,2010,female,4,AminDP,5.92,84.24,0.3886,-0.555620328,-1.012200069,-83.68379175,-3.065682628
1,Dolly,Pasture,Apr,2010,female,4,AminDP,4.47,149.88,4.3256,-0.555620328,-2.462200069,-18.04379175,0.871317372
1,Dolly,Pasture,Apr,2010,female,4,AminDP,4.46,203.88,3.5363,-0.555620328,-2.472200069,35.95620825,0.082017372
0,Dolly,Woodland,Apr,2010,female,5,AminDP,6.04,173.27,4.0921,0.444379672,-0.892200069,5.346208253,0.637817372
0,Dolly,Woodland,Apr,2010,female,5,AminSP,3.71,155.59,0.3002,0.444379672,-3.222200069,-12.33379175,-3.154082628
0,Dolly,Human,Apr,2010,female,5,AminDP,9.31,219.57,0.7209,0.444379672,2.377799931,51.64620825,-2.733382628
0,Dolly,Pasture,Apr,2010,female,5,AminDP,6.59,167.12,1.6068,0.444379672,-0.342200069,-0.803791747,-1.847482628
0,Dolly,Human,Apr,2010,female,5,AminDP,5.91,154.37,0.482,0.444379672,-1.022200069,-13.55379175,-2.972282628
1,Dolly,Woodland,Apr,2010,female,4,AminDP,5.49,224.47,1.4863,-0.555620328,-1.442200069,56.54620825,-1.967982628
13,Dolly,Pasture,Apr,2010,female,4,AminDP,8.36,316.53,0.6296,-0.555620328,1.427799931,148.6062083,-2.824682628
0,Dolly,Pasture,Apr,2010,female,5,AminDP,4.09,207.95,1.7577,0.444379672,-2.842200069,40.02620825,-1.696582628
1,George,Unknown,Apr,2010,male,3,AminDW,8.73,80.33,2.3996,-1.555620328,1.797799931,-87.59379175,-1.054682628
0,George,Pasture,Apr,2010,male,4,AminDP,3.77,161.09,2.3074,-0.555620328,-3.162200069,-6.833791747,-1.146882628
1,George,Pasture,Apr,2010,male,3,AminDP,8.68,109.44,2.5117,-1.555620328,1.747799931,-58.48379175,-0.942582628
0,George,Pasture,Apr,2010,male,4,AminDP,5.25,177.1,1.2445,-0.555620328,-1.682200069,9.176208253,-2.209782628
0,George,Pasture,Apr,2010,male,4,AminDP,5.11,109.94,1.8928,-0.555620328,-1.822200069,-57.98379175,-1.561482628
5,George,Pasture,Apr,2010,male,3,AminDP,3.37,158.44,2.1227,-1.555620328,-3.562200069,-9.483791747,-1.331582628
5,George,Pasture,Apr,2010,male,3,AminSP,7.84,205.32,3.0735,-1.555620328,0.907799931,37.39620825,-0.380782628
4,George,Pasture,Apr,2010,male,3,AminDP,6.76,69,1.026,-1.555620328,-0.172200069,-98.92379175,-2.428282628
0,George,Pasture,Apr,2010,male,4,AminDP,5.54,163.38,1.8814,-0.555620328,-1.392200069,-4.543791747,-1.572882628
0,George,Pasture,Apr,2010,male,4,AminDP,6.53,70.86,1.1824,-0.555620328,-0.402200069,-97.06379175,-2.271882628
0,George,Human,Apr,2010,male,4,AminDW,12.19,60.07,0.4582,-0.555620328,5.257799931,-107.8537917,-2.996082628
0,George,Uncultivated,Apr,2010,male,4,AminDP,5.81,169.59,0.6831,-0.555620328,-1.122200069,1.666208253,-2.771182628
1,George,Uncultivated,Apr,2010,male,3,AminDP,4.78,120.31,0.2945,-1.555620328,-2.152200069,-47.61379175,-3.159782628
0,George,Human,Apr,2010,male,4,AminDP,4.25,294.09,0.1916,-0.555620328,-2.682200069,126.1662083,-3.262682628
2,George,Pasture,Apr,2010,male,3,AminDP,4.7,223.19,1.281,-1.555620328,-2.232200069,55.26620825,-2.173282628
1,Ray,Pasture,Apr,2010,male,2,AminSP,6.19,178.72,4.374,-2.555620328,-0.742200069,10.79620825,0.919717372
0,Ray,Pasture,Apr,2010,male,3,AminSP,6.14,136.93,1.7925,-1.555620328,-0.792200069,-30.99379175,-1.661782628
0,Ray,Pasture,Apr,2010,male,3,AlluvMIN,3.21,121.48,3.5832,-1.555620328,-3.722200069,-46.44379175,0.128917372
0,Ray,Pasture,Apr,2010,male,3,AminDP,5.98,233.67,3.1266,-1.555620328,-0.952200069,65.74620825,-0.327682628
1,Ray,Arable,Apr,2010,male,2,AminDP,6.24,212.74,3.0407,-2.555620328,-0.692200069,44.81620825,-0.413582628
0,Ray,Pasture,Apr,2010,male,3,AminDP,5.91,192.47,6.1116,-1.555620328,-1.022200069,24.54620825,2.657317372
0,Ray,Pasture,Apr,2010,male,3,AminDP,6.77,219.24,1.964,-1.555620328,-0.162200069,51.31620825,-1.490282628
0,Ray,Human,Apr,2010,male,3,AminDP,8.47,247.62,0.0983,-1.555620328,1.537799931,79.69620825,-3.355982628
0,Ray,Pasture,Apr,2010,male,3,AminSP,4.3,172.61,3.7097,-1.555620328,-2.632200069,4.686208253,0.255417372
4,Ray,Pasture,Apr,2010,male,2,AlluvMIN,3.78,188.68,4.0254,-2.555620328,-3.152200069,20.75620825,0.571117372
1,Ray,Pasture,Apr,2010,male,2,AminSW,4.37,153.88,0.4334,-2.555620328,-2.562200069,-14.04379175,-3.020882628
0,Ray,Human,Apr,2010,male,3,AminSP,6.94,200.73,0.2864,-1.555620328,0.007799931,32.80620825,-3.167882628
0,Ray,Unknown,Apr,2010,male,3,AminSW,10.31,158.34,2.1208,-1.555620328,3.377799931,-9.583791747,-1.333482628
0,Ray,Unknown,Apr,2010,male,3,AminDP,3.9,189.18,2.2078,-1.555620328,-3.032200069,21.25620825,-1.246482628
0,Ray,Human,Apr,2010,male,3,AminDP,4.55,163.92,2.2893,-1.555620328,-2.382200069,-4.003791747,-1.164982628
1,Ray,Unknown,Apr,2010,male,2,AlluvMIN,3.97,231.64,5.126,-2.555620328,-2.962200069,63.71620825,1.671717372
0,Ray,Unknown,Apr,2010,male,3,AminSP,8.15,157.15,1.3583,-1.555620328,1.217799931,-10.77379175,-2.095982628
4,Ray,Pasture,Apr,2010,male,2,AminSP,11.24,277.26,2.2197,-2.555620328,4.307799931,109.3362083,-1.234582628
0,Ray,Pasture,Apr,2010,male,3,AminSP,8.09,142.46,3.7621,-1.555620328,1.157799931,-25.46379175,0.307817372
3,Ray,Unknown,Apr,2010,male,2,AminSW,5.54,281.75,0.6499,-2.555620328,-1.392200069,113.8262083,-2.804382628
0,Ray,Pasture,Apr,2010,male,3,AminDP,3.55,101.76,0.5483,-1.555620328,-3.382200069,-66.16379175,-2.905982628
1,Ray,Human,Apr,2010,male,2,AminSP,7.75,197.64,0.5338,-2.555620328,0.817799931,29.71620825,-2.920482628
0,Ray,Pasture,Apr,2010,male,3,AminSW,5.02,212.89,0.6949,-1.555620328,-1.912200069,44.96620825,-2.759382628
1,Romeo,Pasture,Apr,2010,male,4,AminSW,10.49,180.1,9.247,-0.555620328,3.557799931,12.17620825,5.792717372
0,Romeo,Pasture,Apr,2010,male,5,AminSW,8.44,198.43,2.5903,0.444379672,1.507799931,30.50620825,-0.863982628
4,Romeo,Pasture,Apr,2010,male,4,AminDW,7.54,163.89,11.0733,-0.555620328,0.607799931,-4.033791747,7.619017372
0,Romeo,Human,Apr,2010,male,5,AminDW,5.99,209.67,0.7256,0.444379672,-0.942200069,41.74620825,-2.728682628
0,Romeo,Human,Apr,2010,male,5,AminSW,6.1,136.27,0.4742,0.444379672,-0.832200069,-31.65379175,-2.980082628
1,Romeo,Arable,Apr,2010,male,4,AminDW,8.6,130.99,7.67,-0.555620328,1.667799931,-36.93379175,4.215717372
0,Romeo,Human,Apr,2010,male,5,AminSW,9.61,91.96,0.4525,0.444379672,2.677799931,-75.96379175,-3.001782628
1,Romeo,Arable,Apr,2010,male,4,AminSW,9.53,111.92,7.1262,-0.555620328,2.597799931,-56.00379175,3.671917372
0,Romeo,Pasture,Apr,2010,male,5,AminDW,5.22,72,2.4791,0.444379672,-1.712200069,-95.92379175,-0.975182628
0,Romeo,Pasture,Apr,2010,male,5,AminDW,7.24,108.37,1.6313,0.444379672,0.307799931,-59.55379175,-1.822982628
1,Romeo,Human,Apr,2010,male,4,AminDW,5.21,159.04,4.7689,-0.555620328,-1.722200069,-8.883791747,1.314617372
0,Romeo,Human,Apr,2010,male,5,AminDW,10.32,118.08,1.0823,0.444379672,3.387799931,-49.84379175,-2.371982628
2,Romeo,Arable,Apr,2010,male,4,AminDW,7.38,160.3,3.9722,-0.555620328,0.447799931,-7.623791747,0.517917372
2,Romeo,Pasture,Apr,2010,male,4,AminSW,7.1,219.88,6.3932,-0.555620328,0.167799931,51.95620825,2.938917372
0,Romeo,Human,Apr,2010,male,5,AminSW,7.67,176.2,1.5771,0.444379672,0.737799931,8.276208253,-1.877182628
4,Ronan,Pasture,Apr,2010,male,3,AminSP,10.12,185.87,4.836,-1.555620328,3.187799931,17.94620825,1.381717372
1,Ronan,Pasture,Apr,2010,male,3,AminDP,6.31,210.89,3.0228,-1.555620328,-0.622200069,42.96620825,-0.431482628
0,Ronan,Woodland,Apr,2010,male,4,AminDW,3.8,129.35,0.2697,-0.555620328,-3.132200069,-38.57379175,-3.184582628
2,Ronan,Pasture,Apr,2010,male,3,AminSW,7.17,168.69,6.7874,-1.555620328,0.237799931,0.766208253,3.333117372
2,Ronan,Pasture,Apr,2010,male,3,AminSW,13.51,202.86,3.8446,-1.555620328,6.577799931,34.93620825,0.390317372
4,Ronan,Uncultivated,Apr,2010,male,3,AlluvMIN,4.89,182.58,2.3458,-1.555620328,-2.042200069,14.65620825,-1.108482628
0,Ronan,Human,Apr,2010,male,4,AminSW,4.24,150.89,1.375,-0.555620328,-2.692200069,-17.03379175,-2.079282628
2,Ronan,Pasture,Apr,2010,male,3,AminSW,7.64,226.35,4.3097,-1.555620328,0.707799931,58.42620825,0.855417372
0,Ronan,Pasture,Apr,2010,male,4,AminSW,7.64,179.93,0.647,-0.555620328,0.707799931,12.00620825,-2.807282628
0,Ronan,Pasture,Apr,2010,male,4,AminDW,8.8,120.72,0.7777,-0.555620328,1.867799931,-47.20379175,-2.676582628
0,Ronan,Pasture,Apr,2010,male,4,AminDP,6.49,188.03,1.2102,-0.555620328,-0.442200069,20.10620825,-2.244082628
6,Ronan,Pasture,Apr,2010,male,3,AminDP,3.81,199.81,3.9332,-1.555620328,-3.122200069,31.88620825,0.478917372
0,Ronan,Human,Apr,2010,male,4,AminDP,4.43,124.02,0.3702,-0.555620328,-2.502200069,-43.90379175,-3.084082628
2,Ronan,Pasture,Apr,2010,male,3,AminDP,5.53,161.67,2.7476,-1.555620328,-1.402200069,-6.253791747,-0.706682628
0,Ronan,Human,Apr,2010,male,4,AminDW,6.3,52.09,2.1761,-0.555620328,-0.632200069,-115.8337917,-1.278182628
1,Ronan,Human,Apr,2010,male,3,AminSW,9.43,214.04,0.2475,-1.555620328,2.497799931,46.11620825,-3.206782628
0,Ronan,Human,Apr,2010,male,4,AminSW,6.17,307.01,0.7431,-0.555620328,-0.762200069,139.0862083,-2.711182628
0,Ronan,Human,Apr,2010,male,4,AminSW,11.86,207.55,0.1818,-0.555620328,4.927799931,39.62620825,-3.272482628
0,Sheila,Pasture,Apr,2010,female,3,AminSP,5.52,163.59,3.3181,-1.555620328,-1.412200069,-4.333791747,-0.136182628
0,Sheila,Pasture,Apr,2010,female,3,AminDP,5.42,131.36,4.1354,-1.555620328,-1.512200069,-36.56379175,0.681117372
0,Sheila,Pasture,Apr,2010,female,3,AminSW,8.62,156.97,3.1321,-1.555620328,1.687799931,-10.95379175,-0.322182628
0,Sheila,Pasture,Apr,2010,female,3,AminDW,7.99,79.95,5.1949,-1.555620328,1.057799931,-87.97379175,1.740617372
0,Sheila,Pasture,Apr,2010,female,3,AminDP,8.63,182.09,4.1046,-1.555620328,1.697799931,14.16620825,0.650317372
0,Sheila,Unknown,Apr,2010,female,3,AminDP,6.24,113.29,1.1911,-1.555620328,-0.692200069,-54.63379175,-2.263182628
0,Sheila,Pasture,Apr,2010,female,3,AminSP,3.48,73.86,1.056,-1.555620328,-3.452200069,-94.06379175,-2.398282628
0,Sheila,REPS Habitat,Apr,2010,female,3,AminSW,11.42,108.95,0.8756,-1.555620328,4.487799931,-58.97379175,-2.578682628
3,Sheila,Pasture,Apr,2010,female,2,AminSW,8.66,138.53,9.2327,-2.555620328,1.727799931,-29.39379175,5.778417372
0,Sheila,Pasture,Apr,2010,female,3,AminSW,6.2,60.16,2.274,-1.555620328,-0.732200069,-107.7637917,-1.180282628
2,Sheila,Pasture,Apr,2010,female,2,AminSW,6.77,97.1,5.5551,-2.555620328,-0.162200069,-70.82379175,2.100817372
0,Sheila,Pasture,Apr,2010,female,3,AminDP,5.37,102.39,1.2169,-1.555620328,-1.562200069,-65.53379175,-2.237382628
0,Sheila,Pasture,Apr,2010,female,3,AminDP,5.79,154.75,2.331,-1.555620328,-1.142200069,-13.17379175,-1.123282628
0,Sheila,Pasture,Apr,2010,female,3,AminDW,11.68,116.18,0.5128,-1.555620328,4.747799931,-51.74379175,-2.941482628
0,Sheila,Pasture,Apr,2010,female,3,AminSW,13.51,202.86,3.8446,-1.555620328,6.577799931,34.93620825,0.390317372
0,Sheila,Pasture,Apr,2010,female,3,AminSW,7.49,106.09,6.876,-1.555620328,0.557799931,-61.83379175,3.421717372
2,Sheila,Pasture,Apr,2010,female,2,AminDP,5.59,166.24,3.5363,-2.555620328,-1.342200069,-1.683791747,0.082017372
0,Sheila,Uncultivated,Apr,2010,female,3,AlluvMIN,2.97,140.65,0.2447,-1.555620328,-3.962200069,-27.27379175,-3.209582628
0,Sheila,Uncultivated,Apr,2010,female,3,AminSW,6.23,203.17,7.097,-1.555620328,-0.702200069,35.24620825,3.642717372
20,Sheila,Woodland,Apr,2010,female,2,AminSP,7.2,139.69,37.1236,-2.555620328,0.267799931,-28.23379175,33.66931737
0,Sheila,Pasture,Apr,2010,female,3,AminSW,8.13,51.56,2.8327,-1.555620328,1.197799931,-116.3637917,-0.621582628
1,Sheila,Unknown,Apr,2010,female,2,AminDW,7.73,124.93,3.966,-2.555620328,0.797799931,-42.99379175,0.511717372
7,Sheila,Pasture,Apr,2010,female,2,AminSW,6.35,100.39,3.817,-2.555620328,-0.582200069,-67.53379175,0.362717372
0,Sheila,Pasture,Apr,2010,female,3,AminSW,4.75,169.71,2.709,-1.555620328,-2.182200069,1.786208253,-0.745282628
0,Sheila,Pasture,Apr,2010,female,3,AminSW,7.39,174.46,9.9861,-1.555620328,0.457799931,6.536208253,6.531817372
0,Sheila,Woodland,Apr,2010,female,3,AminDW,6.4,151.9,1.1043,-1.555620328,-0.532200069,-16.02379175,-2.349982628
0,Sheila,Unknown,Apr,2010,female,3,AminDW,6.67,209.11,3.4412,-1.555620328,-0.262200069,41.18620825,-0.013082628
0,Sheila,Unknown,Apr,2010,female,3,AminDP,4.93,81.37,1.017,-1.555620328,-2.002200069,-86.55379175,-2.437282628
1,Sheila,Uncultivated,Apr,2010,female,2,AminDW,8.37,123.26,4.9431,-2.555620328,1.437799931,-44.66379175,1.488817372
0,Sheila,Human,Apr,2010,female,3,AminDP,4,190.01,0.1783,-1.555620328,-2.932200069,22.08620825,-3.275982628
1,Sheila,Human,Apr,2010,female,2,AminDW,4.17,228.98,1.261,-2.555620328,-2.762200069,61.05620825,-2.193282628
2,Sheila,Arable,Apr,2010,female,2,AminSP,3,168.75,1.094,-2.555620328,-3.932200069,0.826208253,-2.360282628
1,Sheila,Pasture,Apr,2010,female,2,AminDP,8.95,232.23,3.9181,-2.555620328,2.017799931,64.30620825,0.463817372
2,Tyson,Arable,Apr,2010,male,3,AminDP,6.24,212.74,3.0407,-1.555620328,-0.692200069,44.81620825,-0.413582628
1,Tyson,Arable,Apr,2010,male,3,AminDW,7.43,202.75,15.9857,-1.555620328,0.497799931,34.82620825,12.53141737
2,Tyson,Pasture,Apr,2010,male,3,AminSP,10.95,226.5,6.8694,-1.555620328,4.017799931,58.57620825,3.415117372
0,Tyson,Pasture,Apr,2010,male,4,AminSW,10.7,245.53,0.1848,-0.555620328,3.767799931,77.60620825,-3.269482628
2,Tyson,Pasture,Apr,2010,male,3,AminSW,9.24,201.71,5.6477,-1.555620328,2.307799931,33.78620825,2.193417372
0,Tyson,Pasture,Apr,2010,male,4,AminDW,14.98,289.35,1.6093,-0.555620328,8.047799931,121.4262083,-1.844982628
0,Tyson,Pasture,Apr,2010,male,4,AminDW,8.38,311.2,0.5254,-0.555620328,1.447799931,143.2762083,-2.928882628
1,Tyson,Pasture,Apr,2010,male,3,AminDW,7.4,208.9,3.9046,-1.555620328,0.467799931,40.97620825,0.450317372
2,Tyson,Pasture,Apr,2010,male,3,AminSW,6.1,222.74,3.8023,-1.555620328,-0.832200069,54.81620825,0.348017372
0,Tyson,Unknown,Apr,2010,male,4,AminSW,5.48,130.54,0.6532,-0.555620328,-1.452200069,-37.38379175,-2.801082628
1,Tyson,Unknown,Apr,2010,male,3,AminSW,6.13,191.11,0.6905,-1.555620328,-0.802200069,23.18620825,-2.763782628
0,Tyson,Pasture,Apr,2010,male,4,AminDW,9.94,222.71,6.6875,-0.555620328,3.007799931,54.78620825,3.233217372
6,Tyson,Pasture,Apr,2010,male,3,AminSW,8.74,200.63,21.6626,-1.555620328,1.807799931,32.70620825,18.20831737
1,Tyson,Woodland,Apr,2010,male,3,AminSW,5.03,174.49,0.589,-1.555620328,-1.902200069,6.566208253,-2.865282628
1,Tyson,Human,Apr,2010,male,3,AminDW,13.6,236.52,0.5033,-1.555620328,6.667799931,68.59620825,-2.950982628
0,Tyson,Arable,Apr,2010,male,4,AminSW,6.56,157.21,7.2329,-0.555620328,-0.372200069,-10.71379175,3.778617372
2,Yvonne,Pasture,Apr,2010,female,2,AminSW,7.72,88.84,3.8728,-2.555620328,0.787799931,-79.08379175,0.418517372
7,Yvonne,Pasture,Apr,2010,female,2,AminDW,6.31,150.63,4.1637,-2.555620328,-0.622200069,-17.29379175,0.709417372
1,Yvonne,Unknown,Apr,2010,female,2,AminSW,6.8,184.86,4.049,-2.555620328,-0.132200069,16.93620825,0.594717372
0,Yvonne,Pasture,Apr,2010,female,3,AminSW,7.5,206.56,3.967,-1.555620328,0.567799931,38.63620825,0.512717372
0,Yvonne,Woodland,Apr,2010,female,3,AminDW,7.5,188.34,0.4182,-1.555620328,0.567799931,20.41620825,-3.036082628
0,Yvonne,Unknown,Apr,2010,female,3,AminSW,6.41,170.61,6.365,-1.555620328,-0.522200069,2.686208253,2.910717372
0,Yvonne,Pasture,Apr,2010,female,3,AminDP,6.49,188.03,1.2102,-1.555620328,-0.442200069,20.10620825,-2.244082628
0,Yvonne,Unknown,Apr,2010,female,3,AminDP,5.29,221.29,2.2199,-1.555620328,-1.642200069,53.36620825,-1.234382628
0,Yvonne,Human,Apr,2010,female,3,AminDP,4.43,124.02,0.3702,-1.555620328,-2.502200069,-43.90379175,-3.084082628
0,Yvonne,Pasture,Apr,2010,female,3,AminDP,5.53,161.67,2.7476,-1.555620328,-1.402200069,-6.253791747,-0.706682628
0,Yvonne,Human,Apr,2010,female,3,AminDW,6.3,52.09,2.1761,-1.555620328,-0.632200069,-115.8337917,-1.278182628
0,Yvonne,Human,Apr,2010,female,3,AminDP,3,79.12,0.3431,-1.555620328,-3.932200069,-88.80379175,-3.111182628
0,Yvonne,Human,Apr,2010,female,3,AminDP,7.69,329.02,0.4043,-1.555620328,0.757799931,161.0962083,-3.049982628
6,Bluebell,Arable,Apr,2010,female,2,AminDP,4.37,199.38,7.3508,-2.555620328,-2.562200069,31.45620825,3.896517372
0,Bluebell,Pasture,Apr,2010,female,3,AminDP,8.14,113.54,5.3232,-1.555620328,1.207799931,-54.38379175,1.868917372
6,Bluebell,Woodland,Apr,2010,female,2,AminDP,5.99,220.63,10.6527,-2.555620328,-0.942200069,52.70620825,7.198417372
0,Bluebell,Pasture,Apr,2010,female,3,AminDP,7.4,182.71,2.9881,-1.555620328,0.467799931,14.78620825,-0.466182628
3,Bluebell,Pasture,Apr,2010,female,2,AminDW,9.3,239.06,7.4412,-2.555620328,2.367799931,71.13620825,3.986917372
